"Address","Word Count","Indexability","Indexability Status"
"https://unfoldgrowth.com.br/politica-de-privacidade","123","Indexable",""
"https://unfoldgrowth.com.br/termos","195","Indexable",""
"https://unfoldgrowth.com.br/lgpd","113","Indexable",""
