"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Indexability","Indexability Status"
"https://unfoldgrowth.com.br/politica-de-privacidade","123","34","3,618","28,461","Very Hard","Indexable",""
"https://unfoldgrowth.com.br/termos","195","41","4,756","25,432","Very Hard","Indexable",""
"https://unfoldgrowth.com.br/lgpd","113","26","4,346","17,502","Very Hard","Indexable",""
"https://unfoldgrowth.com.br/sobre","341","69","4,942","28,897","Very Hard","Indexable",""
